Input.num,Translation
193,"Vielleicht wäre jetzt der richtige Zeitpunkt, den Mund zu halten."
193,"Vielleicht sollte er einfach seinen Mund halten solange er vorne lag,"
193,"Vielleicht sollte er einfach die Klappe halten, solange er noch im Vorteil ist."
194,"""Aber du hast meine Frage beantwortet,"" sagte Dumbledore leise zu sich selbst"
194,",,Aber du hast meine Fragen beantwortet"", sagte Dumbledore, nun sanfter und als ob er mit sich selbst spräche."
194,"""Aber du hast meine Frage beantwortet"", sagte Dumbledore leiser, als wäre er bei sich selbst."
199,",,Du hast für die Wissenschaft nichts übrig?"" sagte Harry etwas misstrauisch."
199,„Sie mögen die Wissenschaften nicht?“ fragte Harry vorsichtig.
199,"""Du magst die Wissenschaft nicht?"", sagte Harry ein wenig müde."
203,Sind Wissenschaften so bedeutend wie Liebe?
203,Ist Wissenschaft so wichtig wie Liebe?
203,Ist die Wissenschaft so wichtig wie die Liebe?
204,Wie Güte?
204,Wie Freunlichkeit?
204,Als Freundlichkeit?
205,Als Freundschaft?
205,Als Freundschaft?
205,Als Freundschaft?
206,"Ist es Wissenschaft, die dich Minerva McGonagall so mögen lässt?"
206,"Ist es die Wissenschaft, die Sie an Minerva McGonagall lieb gewinnt?"
206,"Ist es die Wissenschaft, die Sie für Minerva McGonagall begeistern kann?"
213,Und dann seufzte er.
213,Und dann seufzte er.
213,Und dann seufzte er.
214,Wie bist du so jung schon so klug geworden?
214,",,Wie bist du in einem so jungen Alter so weise geworden...?"""
214,"""Wie bist du so weise geworden, so jung...?"""
216,",,Vielleicht wird es für dich von Wert sein."""
216,"""Vielleicht wird es sich für Sie als wertvoll erweisen."""
216,"""Vielleicht wird es sich für Sie als nützlich erweisen."""
221,Harry erhob sich von dem Stuhl und streckte seine Arme.
221,Harry stand von seinem Stuhl auf und streckte seine Arme.
221,Harry erhob sich aus dem Stuhl und streckte die Arme aus.
229,"Wutsch, zisch, pfeif; gurgel, plopp, blubber -"
229,"Wusch, zisch, pfeiff; schlurf, plop, blub -"
229,"Rauschen, Zischen, Glockenspiel; Glorp, Pop, Bubble -"
232,Sehr schlecht. Extrem schlecht.
232,Sehr schlimm. Am schlimmsten.
232,"""Sehr schlecht. Äußerst schlecht."
234,"es macht tatsächlich sehr viel Sinn und deutet nicht darauf hin, dass Sie ein psychisches Problem haben."
234,"Es macht tatsächlich sehr viel Sinn und deutet nun eben nicht darauf hin, dass du ein psychisches Problem hast."""
234,"Das ist eigentlich sehr sinnvoll und deutet nicht darauf hin, dass Sie ein psychisches Problem haben."""
236,",,In Ordnung"", sagte Harry, ,,lass es mich dir so sagen."
236,"""Okay"", sagte Harry, ""lass es mich so ausdrücken."
236,"""Okay"", sagte Harry, ""lass es mich so ausdrücken."
237,"Bist du lebensmüde? Falls ja, dann gibt es eine sogenannte Muggel Hotline zur Selbstmord Prävention"
237,"Willst du sterben? Denn wenn das so sein sollte, gibt es für Muggel etwas namens Seelsorge-Telefon-"""
237,"Willst du sterben? Denn wenn ja, gibt es diese Muggelsache, die sich Selbstmordpräventionshotline nennt -"""
238,"""Wenn es soweit ist,"" sagte der alte Zauberer ruhig. ""Nicht vorher."
238,",,Wenn die Zeit reif ist"", sagte der alte Zauberer ruhig. ,,Vorher nicht."
238,"""Wenn die Zeit gekommen ist"", sagte der alte Zauberer leise. ""Nicht vorher."
239,"Ich würde diesen Tag nie zu hastig herbeiführen, noch würde ich ihn abwehren, wenn er kommt."""
239,"Ich würde niemals dem Tag nachjagen, noch würde ich ihn abweisen wenn er denn kommt."
239,"Ich würde nie versuchen, den Tag zu beschleunigen, noch ihn zu verweigern, wenn er kommt""."
240,Harry runzelte ernst die Stirn.
240,Harry runzelte die Stirn.
240,Harry runzelte ernsthaft die Stirn.
243,"Ich denke, ich habe mich vielleicht nicht klar genug ausgedrueckt."
243,",,Ich glaube, ich habe mich nicht klar ausgedrückt."
243,"""Ich glaube, ich habe mich nicht klar ausgedrückt."
248,"Willst du für immer leben, Harry?"""
248,"Willst du auf ewig leben, Harry?"""
248,"Willst du ewig leben, Harry?"""
250,",,Ich möchte noch einen weiteren Tag leben."
250,„Ich möchte gerne noch einen Tag überleben.
250,"""Ich möchte noch einen Tag leben."
253,"Wenn du nicht sterben willst, heißt das, du willst für immer leben."
253,"Wenn du nicht sterben willst, bedeutet das, dass du ewig leben willst."
253,"Wenn man nicht sterben will, bedeutet das, dass man ewig leben will."
254,"Wenn man nicht ewig leben will, heißt das dass man Sterben möchte."
254,"Wenn du nicht für immer weiter leben willst heißt es, dass du sterben willst."
254,"Wenn man nicht ewig leben will, bedeutet das, dass man sterben will."
255,Du musst das eine oder das andere machen....
255,Du musst das eine oder das andere machen.
255,Man muss das eine oder das andere tun...
256,"Ich komme hier nicht durch, oder?"
256,"Ich komme hier nicht durch, oder."""
256,"Ich komme hier nicht durch, oder?"""
262,"Was hättest du mit der Ewigkeit vor, Harry?"
262,"Was würdest du mit der Ewigkeit anfangen, Harry?"""
262,"Was würdest du mit der Ewigkeit anfangen, Harry?"""
264,"""Treffen sie alle interessanten menschen der welt, lese all die guten bücher und dann etwas noch besseres schreiben, feiern sie den zehnten geburtstag meines ersten enkelkindes auf dem Moon, feiere den hundertsten geburtstag meines ersten urururenkels rund um die Rings of Saturn, lerne die tiefsten und letzten regeln der Natur, die natur des bewusstseins verstehen, finde heraus, warum überhaupt etwas existiert, besuche andere sterne, aliens entdecken, aliens erschaffen, rendezvous mit allen für eine party auf der anderen seite der Milchstraße, wenn wir das ganze erkundet haben, triff dich mit allen anderen, die auf der alten Erde geboren wurden, um zu sehen, wie die sonne endlich untergeht, und ich habe mir sorgen gemacht, einen weg zu finden, um diesem universum zu entkommen, bevor es keine negentropie mehr hat aber jetzt bin ich viel hoffnungsvoller dass ich entdeckt habe, dass die sogenannten gesetze der physik nur optionale richtlinien sind."""
264,"„Triff all die interessanten Menschen auf der Welt, lies all die guten Bücher und schreibe dann etwas noch Besseres, veranstalte die zehnte Geburtstagsfeier meines ersten Enkels auf dem Moon, veranstalte die hundertste Geburtstagsfeier meines ersten Ururenkels rund um die Ringe des Saturn. Lernen Sie die tiefsten und ultimativen Regeln der Natur kennen, verstehen Sie die Natur des Bewusstseins, finden Sie heraus, warum etwas überhaupt existiert, besuchen Sie andere Sterne, entdecken Sie Außerirdische, erschaffen Sie Außerirdische, treffen Sie alle zu einer Party auf der anderen Seite der Milchstraße, wenn wir das Ganze erforscht haben , versammeln mich mit allen anderen, die auf der alten Erde geboren wurden, um zu sehen, wie die Sonne endlich erlischt, und ich habe mir Sorgen gemacht, einen Weg zu finden, um diesem Universum zu entkommen, bevor es keine Entropie mehr hat, aber ich bin jetzt viel hoffnungsvoller. Ich habe herausgefunden, dass die sogenannten Gesetze der Physik nur optionale Richtlinien sind."""
264,"""Alle interessanten Menschen auf der Welt treffen, alle guten Bücher lesen und dann etwas noch Besseres schreiben, die zehnte Geburtstagsparty meines ersten Enkels auf dem Mond feiern, die hundertste Geburtstagsparty meines ersten Ur-Ur-Ur-Enkels um die Ringe des Saturn herum feiern, die tiefsten und letzten Regeln der Natur kennenlernen, die Natur des Bewusstseins verstehen, herausfinden, warum überhaupt etwas existiert, andere Sterne besuchen, Außerirdische entdecken, Außerirdische erschaffen, uns mit allen zu einer Party auf der anderen Seite der Milchstraße treffen, wenn wir alles erforscht haben, uns mit allen anderen treffen, die auf der alten Erde geboren wurden, um zu sehen, wie die Sonne endlich erlischt, und ich habe mir früher Sorgen gemacht, einen Weg zu finden, diesem Universum zu entkommen, bevor ihm die Negentropie ausgeht, aber jetzt, da ich entdeckt habe, dass die so genannten Gesetze der Physik nur optionale Richtlinien sind, bin ich viel hoffnungsvoller."""
265,"Dumbledore sagte ""Ich habe nicht viel davon verstanden"""
265,",,Davon habe ich nicht viel verstanden"", sagte Dumbledore."
265,"""Ich habe nicht viel davon verstanden"", sagte Dumbledore."
267,",,Das Leben ist keine abgezählte Liste, auf der du alles abharkst, damit du anschließend sterben darfst"", sagte Harry mit Nachdruck."
267,"""Das Leben ist keine finite Liste von etwas, dass du abcheckst bevor du erlaubst wurdest,zu sterben,"" sagte Harry fest."
267,"""Das Leben ist keine endliche Liste von Dingen, die man abhaken kann, bevor man sterben darf"", sagte Harry entschieden."
268,",,Das ist Leben, du lebst es einfach weiter."
268,"""Es ist das Leben, du lebst einfach weiter."
268,"""So ist das Leben, man muss es einfach weiterleben."
277,",,Ich würde nicht vor meinen Freunden sterben wollen, noch würde ich weiterleben wollen, wenn sie alle fort sind."""
277,""" Ich würde weder nicht wünschen vor meine Freunde zu sterben, noch weiterleben nachdem sie alle weg sind."
277,"""Ich möchte nicht vor meinen Freunden sterben und auch nicht weiterleben, wenn sie alle fort sind."
281,",,Du glaubst an ein Jenseits."
281,"""Du glaubst an ein Leben nach dem Tod."
281,"""Du glaubst an ein Leben nach dem Tod."
286,"Sie haben geister gesehen!?"""
286,Du hast Geister gesehen!?
286,"Du hast Gespenster gesehen!?"""
291,"Ja, Geister lernen oder reifen nicht, denn sie gehören nicht hierhin!"
291,"Ja, Geister lernen und wachsen nicht, weil sie nicht hier hin gehören!"
291,"Ja, Geister lernen und entwickeln sich nicht, denn sie gehören nicht hierher!"
292,"Seelen sollen weiterziehen, hier gibt es kein Leben mehr für sie!"
292,"Seelen sind dazu da sich zu bewegen, da gibt es kein Leben das übrig geblieben ist"
292,"Die Seelen sind dazu bestimmt, weiterzugehen, hier gibt es kein Leben mehr für sie!"
293,"Und wenn keine Geister, was ist dann mit dem Schleier?"
293,"Und wenn keine Geister, was ist dann mit den Schleiern?"
293,"Und wenn nicht Geister, was ist dann mit dem Schleier?"
294,Was von der Auferstehung Stein?
294,"Was ist der Widerbelebenden Stein?"""
294,"Was ist mit dem Stein der Auferstehung?"""
301,Ich habe etwas gedacht.
301,Ich zog viel zu frühe Schlussfolgerungen.
301,Ich habe voreilige Schlüsse gezogen.
304,Wasser glitzerte in den augen des alten zauberers.
304,Die Augen des alten Zauberers glänzten feucht.
304,Wasser glitzerte in den Augen des alten Zauberers.
307,Und ich hätte es wissen sollen!
307,Und ich hätte es wissen müssen!
307,Und ich hätte es wissen müssen!
313,Ich hätte es also besser wissen sollen!
313,Also hätte ich es besser wissen sollen!
313,Ich hätte es also besser wissen müssen!
328,",,Ich kann dir die Wahrheit erzählen, aber wenn du dich weigerst, sie dir anzuhören..."""
328,",,Ich kann dir die Wahrheit sagen, aber wenn du dich weigerst, sie zu hören..."""
328,"""Ich kann dir die Wahrheit sagen, aber wenn du sie nicht hören willst..."""
330,Was genau ist der Auferstehungsstein?
330,",,Was ist der Stein der Wiederbelebung?"""
330,"""Was ist der Stein der Auferstehung?"""
336,Mit aller Höflichkeit erhob Harry seine Hand.
336,Harry hob höflich seine Hand.
336,In aller Höflichkeit hob Harry die Hand.
341,",,Hat das jemand schon einmal so getestet?"""
341,"""Hat jemand solche Tests gemacht?"""
341,"""Hat jemand solche Tests gemacht?"""
343,Harry zuckte seine Achseln
343,Harry zuckte mit den Achseln.
343,Harry zuckte mit den Schultern.
344,",,Naja, ich bin ein Wissenschaftler und ich bin immer dazu bereit, überzeugt zu werden."
344,"""Na, ich bin ein Wissenschafler, und ich bin immer bereits, überzeugt zu werden."
344,"""Nun, ich bin Wissenschaftler und immer bereit, mich überzeugen zu lassen."
346,Also du weisst wo man den Auferstehungsstein finden kann?
346,"Weißt du denn irgendwas dazu, wo man den Stein der Wiederbelebung finden kann?"""
346,"Wissen Sie etwas darüber, wo man den Stein der Auferstehung finden kann?"
349,Harry wendete den Blick zurück auf den Schulleiter
349,Harry erwiderte den Blick des Schulleiters.
349,Harry blickte den Schulleiter gleichmütig an.
350,"Der alte Zauberer striff die Hand über seine Stirn und murmelte, ,,Das ist Wahnsinn."""
350,"Der alte Zauberer reichte eine Hand an die Stirn und murmelte, ""Das ist Wahnsinn."""
350,"Der alte Zauberer fuhr sich mit der Hand über die Stirn und murmelte: ""Das ist Wahnsinn""."
351,"(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
351,"(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
351,"(Irgendwie gelang es Harry, sich das Lachen zu verkneifen.)"
354,",,Ich werde darauf achten, die Augen nach einem derartig markierten Stein offen zu halten."
354,Ich werde auf jeden Fall nach einem so markierten Stein Ausschau halten.
354,"""Ich werde auf jeden Fall nach einem so gekennzeichneten Stein Ausschau halten."
355,"Hast du irgendwelche anderen Beweise?"""
355,"Hast du noch andere Beweise?"""
355,"Haben Sie weitere Beweise?"""
362,"Oder sowas in der Richtung."""
362,"Oder so was."""
362,"Oder so ähnlich."""
365,Falls er überhaupt noch auf eine andere Weise als in Form einer Klittererschlagzeile existiert.
365,Falls es ihn überhaupt noch außerhalb der Schlagzeilen des Klitterer’s gibt.
365,"Wenn es ihn überhaupt noch gibt, wenn er nicht nur als Quibbler-Schlagzeile existiert."
366,"„Du täuschst mich nicht, Harry“, sagte der alte zauberer; sein gesicht sah jetzt uralt aus und war von mehr als jahren faltig"
366,",,Du täuscht mich nicht, Harry"", sagte der alte Zauberer; sein Gesicht sah nun urtümlich aus, geprägt von mehr als nur Jahren."
366,"""Du machst mir nichts vor, Harry"", sagte der alte Zauberer, dessen Gesicht nun alt und von mehr als nur Jahren gezeichnet war."
367,",,Ich weiß, warum du diese Frage wirklich stellst."
367,"Ich weiß, warum Sie diese Frage wirklich stellen."
367,"""Ich weiß, warum Sie diese Frage wirklich stellen."
368,"Nein, ich lese nicht deine Gedanken, das brauche ich nicht, dein Zögern sagt schon alles."
368,"Nein, ich habe deine Gedanken nicht gelesen; das brauche ich auch gar nicht. Dein Zögern zeigt schon alles!"
368,"Nein, ich kann Ihre Gedanken nicht lesen, das muss ich auch nicht, Ihr Zögern verrät Sie!"
374,",,Und nur, falls es nicht klar war"", sagte Harry, ,,mit jedem meine ich auch alle Muggel, nicht nur alle Zauberer."""
374,"""Und falls es nicht klar war,""sagte Harry, ""mit alle, meine ich auch Muggles, nicht nur alle Zauberer."""
374,"""Und falls es nicht klar war"", sagte Harry, ""mit allen meine ich auch alle Muggel, nicht nur alle Zauberer."""
376,Seine Stimme erhob sich.
376,Seine Stimme wurde lauter.
376,Seine Stimme erhob sich.
377,",,Nein, nein, nein! Das ist Wahnsinn!?"""
377,"""Nein, nein, nein! Das ist der Wahnsinn!?"""
377,"""Nein, nein, nein! Das ist Wahnsinn!?"""
384,"Das wurde dem ganzen Zweck widersprechen!?"""
384,"Das würde den ganzen Punkt besiegen!?"""
384,"Das würde den Sinn des Ganzen zunichte machen!"""
385,Eine erschrockene Pause setzte ein.
385,Es gab eine überraschte Pause.
385,Es gab eine verblüffte Pause.
386,"Langsam entspannte sich das Gesicht des alten Zauberers, wich ab vom Zorn, aber die Sorge in ihm blieb."
386,"Langsam entspannte das Gesicht des alten Zauberes aus Wut heraus, trotzen war die Sorgen geblieben."
386,"Langsam entspannte sich das Gesicht des alten Zauberers, obwohl die Sorge noch immer da war."
389,Der alle retten will!
389,Derjeniger der alle retten will!
389,"Derjenige, der alle retten will!"
394,"Er griff die Kristallkugel, die eine flammende Hand zu beinhalten schien und sah mit einem traurigen Gesichtsausdruck hinein."
394,"Er nahm eine Krystalkugel, sie sheint eine Hand in Flamme zu halten, schaute mit einr traurigen Gesichtszug herein."
394,"Er hob eine Kristallkugel auf, die eine Hand in Flammen zu halten schien, und schaute mit trauriger Miene hinein."
396,"Ich will nicht, dass alle sterben, Harry!"""
396,"„Ich will nicht, dass alle sterben, Harry!“"
