num,image_url1,image_url2,image_url3,suggestions
107,https://i.imgur.com/oGAI55k.png,https://i.imgur.com/XmxeZEm.png,https://i.imgur.com/77dK70Z.png,"{'Auror': 'Auror', 'Dementor': 'Dementor', 'Hogwarts': 'Hogwarts', 'Patronus': 'Patronus'}"
109,https://i.imgur.com/4JvIn9D.png,https://i.imgur.com/bMyb62R.png,https://i.imgur.com/w1Hk51f.png,{'Dementor': 'Dementor'}
110,https://i.imgur.com/TlO5GnA.png,https://i.imgur.com/gYngDT8.png,https://i.imgur.com/lPkG8OH.png,{'Dementor': 'Dementor'}
111,https://i.imgur.com/uAggqG1.png,https://i.imgur.com/oLYZbft.png,https://i.imgur.com/GM9fL84.png,{'Dementor': 'Dementor'}
113,https://i.imgur.com/Cgy3iCg.png,https://i.imgur.com/iqUCgZE.png,https://i.imgur.com/a25MzdO.png,"{'Dementor': 'Dementor', 'Patronus': 'Patronus'}"
119,https://i.imgur.com/dv50TS1.png,https://i.imgur.com/KtFvb7f.png,https://i.imgur.com/JfQdxbG.png,"{'Auror': 'Auror', 'Dementor': 'Dementor', 'Patronus': 'Patronus'}"
125,https://i.imgur.com/SHczYE9.png,https://i.imgur.com/69tgHtY.png,https://i.imgur.com/mJg3e6c.png,{'Potions': 'Zaubertränke'}
149,https://i.imgur.com/8aVNyMI.png,https://i.imgur.com/IrE8Q8G.png,https://i.imgur.com/MDp0sy8.png,{'Grindelwald': 'Grindelwald'}
150,https://i.imgur.com/4Mso5mN.png,https://i.imgur.com/MYZbhAc.png,https://i.imgur.com/BLnOKX2.png,{}
163,https://i.imgur.com/D5kiVH3.png,https://i.imgur.com/WAYKMTd.png,https://i.imgur.com/s62dNEX.png,{}
166,https://i.imgur.com/5YHmZgO.png,https://i.imgur.com/qErh4mV.png,https://i.imgur.com/BFmK5jd.png,{}
169,https://i.imgur.com/BQjsF5p.png,https://i.imgur.com/MYXwAQv.png,https://i.imgur.com/Xa2ejpk.png,{}
173,https://i.imgur.com/iqLdsRN.png,https://i.imgur.com/LBgmpLY.png,https://i.imgur.com/AG5Sx6l.png,"{'The Dark Lord': 'Dunkle Lord, Der', 'Dark Lord': 'Dunkler Lord'}"
176,https://i.imgur.com/WGnBkll.png,https://i.imgur.com/31r003o.png,https://i.imgur.com/iqHsXH6.png,{}
178,https://i.imgur.com/CHf2qZF.png,https://i.imgur.com/kLY1noG.png,https://i.imgur.com/MmHDWMh.png,{}
187,https://i.imgur.com/u7ewKZY.png,https://i.imgur.com/AzNOsRN.png,https://i.imgur.com/R3TZ3Et.png,"{'Gryffindor': 'Gryffindor', 'Hufflepuff': 'Hufflepuff', 'Slytherin': 'Slytherin'}"
196,https://i.imgur.com/lOlck4f.png,https://i.imgur.com/1NhY3lm.png,https://i.imgur.com/KTTV32O.png,{}
211,https://i.imgur.com/dIKGB29.png,https://i.imgur.com/DP3SP7j.png,https://i.imgur.com/NTthuyE.png,{'Ravenclaw': 'Ravenclaw'}
218,https://i.imgur.com/GLqbZbQ.png,https://i.imgur.com/Ojwbovg.png,https://i.imgur.com/ftW5eeU.png,{}
219,https://i.imgur.com/xqImpGA.png,https://i.imgur.com/6NqIn5w.png,https://i.imgur.com/0c5yFC9.png,{}
227,https://i.imgur.com/boONNHq.png,https://i.imgur.com/EAWftPt.png,https://i.imgur.com/wtfWj3f.png,{}
242,https://i.imgur.com/HSVXw1N.png,https://i.imgur.com/okjatEA.png,https://i.imgur.com/5Y1PrPM.png,{}
246,https://i.imgur.com/yxTDHnj.png,https://i.imgur.com/Ti3nWR3.png,https://i.imgur.com/MxNoBvd.png,{}
247,https://i.imgur.com/uXiXx0H.png,https://i.imgur.com/29GTJm2.png,https://i.imgur.com/NB3G8AW.png,{}
258,https://i.imgur.com/JCOwKk8.png,https://i.imgur.com/UWu0boI.png,https://i.imgur.com/j8spre8.png,{}
266,https://i.imgur.com/xQgsqlC.png,https://i.imgur.com/Ux1zW2X.png,https://i.imgur.com/xGCBvvT.png,{}
271,https://i.imgur.com/pi6h8Ez.png,https://i.imgur.com/r54BbZL.png,https://i.imgur.com/AJDS7CP.png,{}
272,https://i.imgur.com/Qv4yI0x.png,https://i.imgur.com/Dqv0VAv.png,https://i.imgur.com/3iCXQNt.png,{}
278,https://i.imgur.com/Y9qkEUD.png,https://i.imgur.com/Ax7orxJ.png,https://i.imgur.com/6qOSIQL.png,{}
279,https://i.imgur.com/C1jtSTT.png,https://i.imgur.com/t04Uhgd.png,https://i.imgur.com/tlqyieZ.png,{}
288,https://i.imgur.com/5fm5Nk1.png,https://i.imgur.com/xcxVGf2.png,https://i.imgur.com/gKktXjs.png,{}
289,https://i.imgur.com/aE6xfaB.png,https://i.imgur.com/8srCPae.png,https://i.imgur.com/1GbDswv.png,{}
298,https://i.imgur.com/whqYTc1.png,https://i.imgur.com/8dG5oPx.png,https://i.imgur.com/SBn4MVp.png,{}
310,https://i.imgur.com/wBSu0m5.png,https://i.imgur.com/39O0l7P.png,https://i.imgur.com/lim8dgT.png,{}
314,https://i.imgur.com/cvxGx1g.png,https://i.imgur.com/QIScRvM.png,https://i.imgur.com/IrRZjkB.png,{}
317,https://i.imgur.com/TkYn3rU.png,https://i.imgur.com/2MBC4VF.png,https://i.imgur.com/FZ84mtB.png,{}
320,https://i.imgur.com/yQNHhi4.png,https://i.imgur.com/3FBVR5s.png,https://i.imgur.com/osOdcDq.png,"{'Department of Mysteries': 'Mysteriumsabteilung', 'Department': 'Abteilung'}"
323,https://i.imgur.com/MwIdiRb.png,https://i.imgur.com/TmRbGQe.png,https://i.imgur.com/dfPu2bd.png,{}
325,https://i.imgur.com/IwJefCQ.png,https://i.imgur.com/1amP604.png,https://i.imgur.com/H01tS6m.png,{}
326,https://i.imgur.com/Elmy2vK.png,https://i.imgur.com/GqFS933.png,https://i.imgur.com/Ck16g7c.png,{}
331,https://i.imgur.com/b6Y5tk4.png,https://i.imgur.com/rZQDUmd.png,https://i.imgur.com/509XLeG.png,{}
333,https://i.imgur.com/eU0dtlW.png,https://i.imgur.com/zM6uuW8.png,https://i.imgur.com/lcIN5wh.png,{}
334,https://i.imgur.com/3wZFOc5.png,https://i.imgur.com/1Uocb4a.png,https://i.imgur.com/j3uU9Hg.png,{}
338,https://i.imgur.com/ZXIWvKZ.png,https://i.imgur.com/JbXaktS.png,https://i.imgur.com/g4sNkTs.png,{}
339,https://i.imgur.com/LSFZZz7.png,https://i.imgur.com/4kwEPFg.png,https://i.imgur.com/2wIpob8.png,{}
345,https://i.imgur.com/0IvxXFl.png,https://i.imgur.com/PAfSMEa.png,https://i.imgur.com/jIJ6L5v.png,{}
347,https://i.imgur.com/yjaELqR.png,https://i.imgur.com/YWevzgn.png,https://i.imgur.com/T9Dbh6C.png,{}
357,https://i.imgur.com/Rtvidn9.png,https://i.imgur.com/dRtJa75.png,https://i.imgur.com/tUoM3FE.png,{}
359,https://i.imgur.com/2IvhuAi.png,https://i.imgur.com/nMfjhdR.png,https://i.imgur.com/x3Al7Zr.png,{'Dark Lord': 'Dunkler Lord'}
361,https://i.imgur.com/Ym5JpwE.png,https://i.imgur.com/UDtegiO.png,https://i.imgur.com/t5NPWtT.png,{}
364,https://i.imgur.com/9gz4aYN.png,https://i.imgur.com/yo5cctb.png,https://i.imgur.com/ioMNzJi.png,{'Dark Lord': 'Dunkler Lord'}
373,https://i.imgur.com/VxnoxFs.png,https://i.imgur.com/KSbMPjN.png,https://i.imgur.com/cCTBk7Y.png,{}
381,https://i.imgur.com/tFLQSL6.png,https://i.imgur.com/I54AoWb.png,https://i.imgur.com/QImGMAc.png,{}
388,https://i.imgur.com/lcGzIXI.png,https://i.imgur.com/JD9mjw4.png,https://i.imgur.com/cOvTJAH.png,{}
398,https://i.imgur.com/lbItLeO.png,https://i.imgur.com/Xup38fP.png,https://i.imgur.com/GsjW92P.png,{'x': 'x'}
403,https://i.imgur.com/lEzH8SX.png,https://i.imgur.com/sAyGWEE.png,https://i.imgur.com/8si5jQC.png,{'Wizard': 'Zauberer'}
410,https://i.imgur.com/TJi0sS4.png,https://i.imgur.com/R6BXPND.png,https://i.imgur.com/kl9t735.png,{}
412,https://i.imgur.com/QyWx2at.png,https://i.imgur.com/5C0XixO.png,https://i.imgur.com/D3wrPXk.png,{}
413,https://i.imgur.com/3n93v5O.png,https://i.imgur.com/z7kFPb5.png,https://i.imgur.com/ATvIAkX.png,{}
415,https://i.imgur.com/8OlqnHu.png,https://i.imgur.com/KW3ipGy.png,https://i.imgur.com/Kw5MW7i.png,{}
417,https://i.imgur.com/o8Dqtb9.png,https://i.imgur.com/GZnVO8A.png,https://i.imgur.com/9sUmgDl.png,{}
421,https://i.imgur.com/pStYFr3.png,https://i.imgur.com/962DABq.png,https://i.imgur.com/zlZWkIt.png,{}
425,https://i.imgur.com/ON3rsvB.png,https://i.imgur.com/RJHu52F.png,https://i.imgur.com/eeP6Elt.png,{}
429,https://i.imgur.com/Y0k5DM5.png,https://i.imgur.com/xHeJhnF.png,https://i.imgur.com/3uw3bGq.png,{}
430,https://i.imgur.com/oC1nKPF.png,https://i.imgur.com/SDXcQkK.png,https://i.imgur.com/T1Ne9c3.png,{}
433,https://i.imgur.com/HexrDOj.png,https://i.imgur.com/t2at62a.png,https://i.imgur.com/7U7GdNe.png,{}
437,https://i.imgur.com/yz0jeKA.png,https://i.imgur.com/tFTp3oU.png,https://i.imgur.com/qayTh7L.png,{'St. Mungo': 'St. Mungo'}
443,https://i.imgur.com/cclrISu.png,https://i.imgur.com/G9G2ghj.png,https://i.imgur.com/aRC7E6F.png,{}
446,https://i.imgur.com/uonHcKP.png,https://i.imgur.com/PPWCjNV.png,https://i.imgur.com/8mGMco2.png,{}
453,https://i.imgur.com/HxIrA0S.png,https://i.imgur.com/CNfHMna.png,https://i.imgur.com/IYOQ6LV.png,{}
456,https://i.imgur.com/4X6LPlv.png,https://i.imgur.com/bxZj61p.png,https://i.imgur.com/UWSraVe.png,{}
460,https://i.imgur.com/OR5eav2.png,https://i.imgur.com/MEDKbDX.png,https://i.imgur.com/1a1oN6E.png,{}
