Input.num,Translation
264,"""Treffen sie alle interessanten menschen der welt, lese all die guten bücher und dann etwas noch besseres schreiben, feiern sie den zehnten geburtstag meines ersten enkelkindes auf dem Moon, feiere den hundertsten geburtstag meines ersten urururenkels rund um die Rings of Saturn, lerne die tiefsten und letzten regeln der Natur, die natur des bewusstseins verstehen, finde heraus, warum überhaupt etwas existiert, besuche andere sterne, aliens entdecken, aliens erschaffen, rendezvous mit allen für eine party auf der anderen seite der Milchstraße, wenn wir das ganze erkundet haben, triff dich mit allen anderen, die auf der alten Erde geboren wurden, um zu sehen, wie die sonne endlich untergeht, und ich habe mir sorgen gemacht, einen weg zu finden, um diesem universum zu entkommen, bevor es keine negentropie mehr hat aber jetzt bin ich viel hoffnungsvoller dass ich entdeckt habe, dass die sogenannten gesetze der physik nur optionale richtlinien sind."""
264,"„Triff all die interessanten Menschen auf der Welt, lies all die guten Bücher und schreibe dann etwas noch Besseres, veranstalte die zehnte Geburtstagsfeier meines ersten Enkels auf dem Moon, veranstalte die hundertste Geburtstagsfeier meines ersten Ururenkels rund um die Ringe des Saturn. Lernen Sie die tiefsten und ultimativen Regeln der Natur kennen, verstehen Sie die Natur des Bewusstseins, finden Sie heraus, warum etwas überhaupt existiert, besuchen Sie andere Sterne, entdecken Sie Außerirdische, erschaffen Sie Außerirdische, treffen Sie alle zu einer Party auf der anderen Seite der Milchstraße, wenn wir das Ganze erforscht haben , versammeln mich mit allen anderen, die auf der alten Erde geboren wurden, um zu sehen, wie die Sonne endlich erlischt, und ich habe mir Sorgen gemacht, einen Weg zu finden, um diesem Universum zu entkommen, bevor es keine Entropie mehr hat, aber ich bin jetzt viel hoffnungsvoller. Ich habe herausgefunden, dass die sogenannten Gesetze der Physik nur optionale Richtlinien sind."""
265,"Dumbledore sagte ""Ich habe nicht viel davon verstanden"""
265,",,Davon habe ich nicht viel verstanden"", sagte Dumbledore."
267,",,Das Leben ist keine abgezählte Liste, auf der du alles abharkst, damit du anschließend sterben darfst"", sagte Harry mit Nachdruck."
267,"""Das Leben ist keine finite Liste von etwas, dass du abcheckst bevor du erlaubst wurdest,zu sterben,"" sagte Harry fest."
268,",,Das ist Leben, du lebst es einfach weiter."
268,"""Es ist das Leben, du lebst einfach weiter."
277,",,Ich würde nicht vor meinen Freunden sterben wollen, noch würde ich weiterleben wollen, wenn sie alle fort sind."""
277,""" Ich würde weder nicht wünschen vor meine Freunde zu sterben, noch weiterleben nachdem sie alle weg sind."
281,",,Du glaubst an ein Jenseits."
281,"""Du glaubst an ein Leben nach dem Tod."
286,"Sie haben geister gesehen!?"""
286,Du hast Geister gesehen!?
291,"Ja, Geister lernen oder reifen nicht, denn sie gehören nicht hierhin!"
291,"Ja, Geister lernen und wachsen nicht, weil sie nicht hier hin gehören!"
292,"Seelen sollen weiterziehen, hier gibt es kein Leben mehr für sie!"
292,"Seelen sind dazu da sich zu bewegen, da gibt es kein Leben das übrig geblieben ist"
293,"Und wenn keine Geister, was ist dann mit dem Schleier?"
293,"Und wenn keine Geister, was ist dann mit den Schleiern?"
294,Was von der Auferstehung Stein?
294,"Was ist der Widerbelebenden Stein?"""
301,Ich habe etwas gedacht.
301,Ich zog viel zu frühe Schlussfolgerungen.
304,Wasser glitzerte in den augen des alten zauberers.
304,Die Augen des alten Zauberers glänzten feucht.
307,Und ich hätte es wissen sollen!
307,Und ich hätte es wissen müssen!
313,Ich hätte es also besser wissen sollen!
313,Also hätte ich es besser wissen sollen!
328,",,Ich kann dir die Wahrheit erzählen, aber wenn du dich weigerst, sie dir anzuhören..."""
328,",,Ich kann dir die Wahrheit sagen, aber wenn du dich weigerst, sie zu hören..."""
330,Was genau ist der Auferstehungsstein?
330,",,Was ist der Stein der Wiederbelebung?"""
336,Mit aller Höflichkeit erhob Harry seine Hand.
336,Harry hob höflich seine Hand.
341,",,Hat das jemand schon einmal so getestet?"""
341,"""Hat jemand solche Tests gemacht?"""
343,Harry zuckte seine Achseln
343,Harry zuckte mit den Achseln.
344,",,Naja, ich bin ein Wissenschaftler und ich bin immer dazu bereit, überzeugt zu werden."
344,"""Na, ich bin ein Wissenschafler, und ich bin immer bereits, überzeugt zu werden."
346,Also du weisst wo man den Auferstehungsstein finden kann?
346,"Weißt du denn irgendwas dazu, wo man den Stein der Wiederbelebung finden kann?"""
349,Harry wendete den Blick zurück auf den Schulleiter
349,Harry erwiderte den Blick des Schulleiters.
350,"Der alte Zauberer striff die Hand über seine Stirn und murmelte, ,,Das ist Wahnsinn."""
350,"Der alte Zauberer reichte eine Hand an die Stirn und murmelte, ""Das ist Wahnsinn."""
351,"(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
351,"(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
354,",,Ich werde darauf achten, die Augen nach einem derartig markierten Stein offen zu halten."
354,Ich werde auf jeden Fall nach einem so markierten Stein Ausschau halten.
355,"Hast du irgendwelche anderen Beweise?"""
355,"Hast du noch andere Beweise?"""
362,"Oder sowas in der Richtung."""
362,"Oder so was."""
365,Falls er überhaupt noch auf eine andere Weise als in Form einer Klittererschlagzeile existiert.
365,Falls es ihn überhaupt noch außerhalb der Schlagzeilen des Klitterer’s gibt.
366,"„Du täuschst mich nicht, Harry“, sagte der alte zauberer; sein gesicht sah jetzt uralt aus und war von mehr als jahren faltig"
366,",,Du täuscht mich nicht, Harry"", sagte der alte Zauberer; sein Gesicht sah nun urtümlich aus, geprägt von mehr als nur Jahren."
367,",,Ich weiß, warum du diese Frage wirklich stellst."
367,"Ich weiß, warum Sie diese Frage wirklich stellen."
368,"Nein, ich lese nicht deine Gedanken, das brauche ich nicht, dein Zögern sagt schon alles."
368,"Nein, ich habe deine Gedanken nicht gelesen; das brauche ich auch gar nicht. Dein Zögern zeigt schon alles!"
374,",,Und nur, falls es nicht klar war"", sagte Harry, ,,mit jedem meine ich auch alle Muggel, nicht nur alle Zauberer."""
374,"""Und falls es nicht klar war,""sagte Harry, ""mit alle, meine ich auch Muggles, nicht nur alle Zauberer."""
376,Seine Stimme erhob sich.
376,Seine Stimme wurde lauter.
377,",,Nein, nein, nein! Das ist Wahnsinn!?"""
377,"""Nein, nein, nein! Das ist der Wahnsinn!?"""
384,"Das wurde dem ganzen Zweck widersprechen!?"""
384,"Das würde den ganzen Punkt besiegen!?"""
385,Eine erschrockene Pause setzte ein.
385,Es gab eine überraschte Pause.
386,"Langsam entspannte sich das Gesicht des alten Zauberers, wich ab vom Zorn, aber die Sorge in ihm blieb."
386,"Langsam entspannte das Gesicht des alten Zauberes aus Wut heraus, trotzen war die Sorgen geblieben."
389,Der alle retten will!
389,Derjeniger der alle retten will!
394,"Er griff die Kristallkugel, die eine flammende Hand zu beinhalten schien und sah mit einem traurigen Gesichtsausdruck hinein."
394,"Er nahm eine Krystalkugel, sie sheint eine Hand in Flamme zu halten, schaute mit einr traurigen Gesichtszug herein."
396,"Ich will nicht, dass alle sterben, Harry!"""
396,"„Ich will nicht, dass alle sterben, Harry!“"
418,"""Obwohl ich verstehen kann, wieso du so denken musst."""
418,„Aber ich kann verstehen warum Du so denkst.“
419,",,Willst du den dunklen Zauberer verstehen?"""
419,"""Will du die dunklen Zauberer verstehen?"""
427,",,Aber dein Verständnis von mir, befürchte ich, ist ganz schön lückenhaft."""
427,"aber dein Verständnis für mich fehlt, fürchte ich, schmerzlich"
435,",,Ich habe dir zugehört, Harry"", sagte Dumbledore mit einem nun ernsten Gesicht, ,,aber Zuhören kommt nicht immer einer Zustimmung gleich."
435,"„Ich habe Dir zugehört, Harry“, sagte Dumbledore der nun ernst aussah, „aber Zuhören bedeutet nicht immer Zustimmung."
436,"Uneinigkeiten beiseite gelassen, was ist es von dem du denkst, dass ich es nicht verstehe?"""
436,"Uneinigkeiten beiseite, was ist das, das du denkst, dass ich nicht begreife?"""
439,"""In Ordnung,"" sagte Harry hart."
439,"""In Ordnung"", sagte Harry kalt."
442,"Schulleiter, behaupte du hättest wirklich an Seelen geglaubt"
442,"Stellen Sie sich vor, Schulleiter, Sie würden wirklich an die Existenz von Seelen glauben."
444,"Kannst du es dir nun vorstellen, eine Seele zu zerstören?"
444,"Kannst du dir jetzt vorstellen, eine Seele zu ruinieren?"
445,In Fetzen reißen damit nichts bleibt weitergehen nächstes großes abenteuer?
445,"Sie in so  kleine Stücke zu reißen, so dass nicht genug von ihr übrigbleibt mit dem sie auf ihr nächstes großes Abenteuer gehen koennte?"
448,Der alte Zauberer sah ihn mit einem traurigen Ausdruck in den Augen an.
448,Der alte Zauberer starrte ihn mit einem traurigen Ausdruck in seinen Augen an.
452,"""Jetzt am Ende, da verstehe ich ihn."
452,Jetzt verstehe ich ihn endlich.
455,"Und wenn ich ihn fragen könnte, dann vermute ich würde seine Antwort lauten: warum nicht?"
455,Und ich vermute wenn ich ihn fragen könnte wäre seine Antwort: Warum nicht?
462,"Die Sterne sorgen sich nicht, oder die Sonne, oder der Himmel."
462,"Den Sternen, der Sonne or dem Himmel ist es egal."
466,Seine Stimme war sanft und es schwang Verwunderung und Bereuen in ihr mit.
466,"Seine Stimme war weich, mit einem seltsamen Unterton von Wunder und Bedauern."
467,"Es ist in Ordnung mich dazu zu bringen, zu leben, nur um es zu sehenes ist genug, um mich zu wünschen zu leben, nur um es zu sehen"
467,"""Es ist genug, um mich dazu zu bringen, zu leben, nur um es zu sehen."""
