num,image_url,suggestions,gtrans,dtrans
149,https://i.imgur.com/WwKl8tI.png,{'Grindelwald': 'Grindelwald'},grindelwald war mein dunkler spiegel der mann der ich so leicht hätte sein können wenn ich der versuchung nachgegeben hätte zu glauben ich sei ein guter mensch und daher immer im recht,grindelwald war mein dunkler spiegel der mann der ich so leicht hätte sein können wenn ich der versuchung nachgegeben hätte zu glauben ich sei ein guter mensch und deshalb immer im recht
150,https://i.imgur.com/6WNCUy6.png,{},zum wohle der allgemeinheit das war sein slogan und er glaubte es selbst wahrhaftig während er ganz europa wie ein verwundetes tier zerriss,für das allgemeinwohl das war seine devise und er glaubte wirklich daran auch wenn er sich wie ein verwundetes tier über ganz europa hermachte
163,https://i.imgur.com/AUhg6D1.png,{},am anfang dachte er er würde nur eines tun aber es opferte einen teil seiner guten seite und das machte ihn weniger zurückhaltend andere dark-rituale durchzuführen also führte er immer mehr rituale in einem positiven feedback-zyklus durch bis er schließlich als ein ungeheuer mächtiges monster -,am anfang dachte er dass er nur ein einziges ritual durchführen würde aber es opferte einen teil seiner guten seite und das machte ihn weniger abgeneigt andere dunkle rituale durchzuführen so dass er mehr und mehr rituale in einem positiven rückkopplungskreislauf durchführte bis er schließlich ein ungeheuer mächtiges monster war -
166,https://i.imgur.com/1kTnNYX.png,{},warum sollte es sein dachte harry aber er sagte es nicht denn es war klar dass der schulleiter dachte das universum sei eine geschichte und eine handlung und dass große tragödien nur aus ebenso großen bedeutsamen gründen passieren durften,warum sollte das so sein dachte harry aber er sagte es nicht denn es war klar dass der schulleiter dachte das universum sei eine geschichte und habe eine handlung und dass große tragödien nur aus ebenso großen bedeutenden gründen geschehen durften
169,https://i.imgur.com/ai95R7j.png,{},es gibt nichts was ich auch nur im geringsten verlockend finde die häute von yermy wibbles familie an eine redaktionswand zu nageln,es gibt nichts was ich auch nur im geringsten verlockend fände die haut von yermy wibbles familie an die wand einer redaktion zu nageln
173,https://i.imgur.com/q6ihFcr.png,"{'The Dark Lord': 'Dunkle Lord, Der', 'Dark Lord': 'Dunkler Lord'}",der dunkle lord war wahrscheinlich nur ein egoistischer bastard dem es egal war wen er verletzte oder ein idiot der dummerweise vermeidbare fehler machte die schneeballartig wurden,der dunkle lord war wahrscheinlich nur ein selbstsüchtiger bastard dem es egal war wen er verletzte oder ein idiot der dumme vermeidbare fehler machte die sich immer weiter ausbreiteten
176,https://i.imgur.com/AOFuAj0.png,{},der alte zauberer sah harry immer noch über ein kniffliges ding wie eine gefrorene rauchwolke hinweg an eine schmerzhafte verzweiflung in diesen uralten wartenden augen,der alte zauberer sah harry immer noch über ein fummeliges ding hinweg an das wie eine gefrorene rauchwolke aussah und in seinen alten wartenden augen lag eine schmerzhafte verzweiflung
178,https://i.imgur.com/InAk89Q.png,{},es war viel einfacher als intelligent zu sein da man nichts berraschendes sagen oder neue erkenntnisse gewinnen musste,das war viel einfacher als intelligent zu sein denn man musste nichts berraschendes sagen oder neue erkenntnisse gewinnen
187,https://i.imgur.com/QPdAZaq.png,"{'Gryffindor': 'Gryffindor', 'Hufflepuff': 'Hufflepuff', 'Slytherin': 'Slytherin'}",oder vielleicht sagte harry leiser ist es der feind der den gryffindor ausmacht so wie der freund den hufflepuff und der ehrgeiz den slytherin ausmacht,oder vielleicht sagte harry leiser ist es der feind der den gryffindor macht wie es der freund ist der den hufflepuff macht und der ehrgeiz der den slytherin macht
196,https://i.imgur.com/Y4O3ML2.png,{},um seines ehrgeizes willen alles um seines ehrgeizes willen und das weiß ich aber nicht warum dumbledore starrte eine zeitlang ins nichts dann richtete er sich auf und seine augen schienen sich wieder auf harry zu konzentrieren,um seines ehrgeizes willen um seines ehrgeizes willen und das weiß ich wenn auch nicht warum eine zeit lang starrte dumbledore ins leere dann richtete er sich auf und seine augen schienen sich wieder auf harry zu richten
211,https://i.imgur.com/mYUXeLv.png,{'Ravenclaw': 'Ravenclaw'},du bist nicht ravenclaw sagte harry mit ruhiger würde und deshalb ist es dir vielleicht nicht in den sinn gekommen dass es auch ein akt der gnade sein könnte die wahrheit zu respektieren und sie alle tage deines lebens zu suchen,du bist kein ravenclaw sagte harry mit ruhiger würde und so ist es dir vielleicht nicht in den sinn gekommen dass es auch ein akt der gnade sein könnte die wahrheit zu respektieren und sie alle tage deines lebens zu suchen
218,https://i.imgur.com/IyvnqUv.png,{},er war tatsächlich ein wenig enttäuscht von dumbledores leichtgläubigkeit es war nicht so dass harry gelogen hatte aber dumbledore schien viel zu beeindruckt von harrys fähigkeit dinge so zu formulieren dass sie tiefgründig klangen anstatt sie in einfaches englisch zu bringen wie es richard feynman mit seiner weisheit getan hatte,er war sogar ein wenig enttäuscht von dumbledores leichtgläubigkeit es war nicht so dass harry gelogen hätte aber dumbledore schien viel zu beeindruckt von harrys fähigkeit dinge so zu formulieren dass sie tiefgründig klangen anstatt sie in einfaches englisch zu fassen wie richard feynman es mit seinen weisheiten getan hatte
219,https://i.imgur.com/TTsiqxG.png,{},liebe ist wichtiger als weisheit sagte harry nur um die grenzen von dumbledores toleranz für blendend offensichtliche klischees zu testen die durch bloße musterübereinstimmung ohne jegliche detaillierte analyse ergänzt wurden,liebe ist wichtiger als weisheit sagte harry nur um die grenzen von dumbledores toleranz für offensichtliche klischees auszutesten die durch bloße mustererkennung ohne jede detaillierte analyse vervollständigt wurden
227,https://i.imgur.com/6J4wmy1.png,{},sag mir harry sagte der schulleiter und jetzt klang seine stimme einfach verwirrt obwohl in seinen augen immer noch ein hauch von schmerz lag warum fürchten die dunklen zauberer den tod so sehr,sag mir harry sagte der schulleiter und jetzt klang seine stimme einfach nur verwirrt obwohl immer noch ein hauch von schmerz in seinen augen lag warum fürchten die dunklen zauberer den tod so sehr
242,https://i.imgur.com/prmCRZ0.png,{},harry die stimme des alten zauberers begann ein wenig hilflos zu klingen und er war zu einer stelle gegangen wo sein silberner bart unbemerkt in ein kristallenes goldfischglas gedriftet war und langsam eine grünliche färbung annahm die die haare hochkroch,harry die stimme des alten zauberers klang allmählich etwas hilflos und er war zu einer stelle geschritten wo sein silberner bart unbemerkt in ein gläsernes goldfischglas gewandert war und langsam eine grünliche färbung annahm die an den haaren hochkroch
246,https://i.imgur.com/zOoYEVP.png,{},sie greifen nicht nach dem licht der sonne sondern fliehen vor dem einbruch der nacht in unendlich dunklere höhlen die sie selbst geschaffen haben ohne mond und sterne,sie strecken sich nicht nach dem licht der sonne aus sondern fliehen vor der einbrechenden nacht in unendlich dunklere höhlen die sie selbst geschaffen haben ohne mond und sterne
247,https://i.imgur.com/7DKoBLV.png,{},sie wünschen sich nicht leben sondern unsterblichkeit und sie sind so getrieben es zu begreifen dass sie ihre seelen opfern werden,sie begehren nicht das leben sondern die unsterblichkeit und sie sind so sehr darauf versessen danach zu greifen dass sie ihre seele opfern würden
258,https://i.imgur.com/uzgiuyo.png,{},ich habe hundertzehn jahre gelebt sagte der alte zauberer leise er nahm seinen bart aus der schüssel und wackelte damit um die farbe herauszuschütteln,ich habe hundertzehn jahre gelebt sagte der alte zauberer leise er nahm seinen bart aus der schüssel und schüttelte ihn um die farbe herauszuschütteln
266,https://i.imgur.com/a6ck45y.png,{},aber ich muss fragen ob dies dinge sind die sie wirklich so verzweifelt wünschen oder ob sie sie sich nur vorstellen um sich vorzustellen nicht müde zu sein während sie vor dem tod rennen und davonlaufen,aber ich muss fragen ob das dinge sind die du wirklich so verzweifelt begehrst oder ob du sie dir nur einbildest um nicht müde zu werden während du vor dem tod davonläufst
271,https://i.imgur.com/KQtMAcM.png,{},seine finger trommelten auf einer uhr als sie es berührten änderten sich die ziffern in eine unentzifferbare schrift und die zeiger erschienen kurz in unterschiedlichen positionen,seine finger trommelten auf eine uhr als sie sie berührten wechselten die ziffern zu einer unleserlichen schrift und die zeiger erschienen kurz in verschiedenen positionen
272,https://i.imgur.com/uARk94g.png,{},für den unwahrscheinlichen fall dass es mir erlaubt ist bis hundertfünfzig zu bleiben sagte der alte zauberer ich glaube nicht dass es mir etwas ausmacht,für den unwahrscheinlichen fall dass es mir erlaubt wird bis hundertfünfzig zu bleiben sagte der alte zauberer glaube ich nicht dass es mir etwas ausmachen würde
278,https://i.imgur.com/S8FDPfL.png,{},die schwierigste zeit ist wenn diejenigen die du am meisten geliebt hast vor dir weitergegangen sind und noch andere leben um deren willen du bleiben musst dumbledores augen waren auf harry fixiert und wurden traurig,am schwersten ist es wenn die die du am meisten geliebt hast vor dir gegangen sind und andere noch leben um derentwillen du bleiben musst dumbledores augen waren auf harry gerichtet und wurden immer trauriger
279,https://i.imgur.com/SUWLdIg.png,{},trauer nicht zu sehr um mich harry wenn meine zeit gekommen ist ich werde bei unserem nächsten großen abenteuer bei denen sein die ich schon lange vermisst habe,trauere nicht zu sehr um mich harry wenn meine zeit gekommen ist ich werde bei denen sein die ich lange vermisst habe bei unserem nächsten großen abenteuer
288,https://i.imgur.com/6MRaKG0.png,{},du meinst diese dinge wie porträts gespeicherte erinnerungen und verhaltensweisen ohne bewusstsein oder leben die durch den magischen ausbruch der den gewaltsamen tod eines zauberers begleitet versehentlich in das umgebende material eingeprägt wurden,du meinst solche dinge wie porträts gespeicherte erinnerungen und verhaltensweisen ohne bewusstsein oder leben die durch den ausbruch von magie der den gewaltsamen tod eines zauberers begleitet versehentlich in die umgebende materie eingeprägt werden -
289,https://i.imgur.com/ne6sxmV.png,{},ich habe diese theorie gehört sagte der schulleiter mit scharfer stimme wiederholt von zauberern die zynismus mit weisheit verwechseln die denken auf andere herabzusehen bedeute sich selbst zu erheben,ich habe diese theorie schon gehört sagte der schulleiter mit scharfer stimme sie wird von zauberern wiederholt die zynismus mit weisheit verwechseln die glauben dass sie sich selbst erhöhen wenn sie auf andere herabschauen
298,https://i.imgur.com/OBJ6XAj.png,{},wissen sie als ich hier ankam als ich von king s cross aus ausstieg meine ich nicht gestern sondern im september als ich damals aus dem zug ausstieg direktor ich hatte noch nie ein gespenst gesehen,wissen sie als ich hier ankam als ich in king s cross aus dem zug stieg ich meine nicht gestern sondern im september als ich damals aus dem zug stieg herr direktor hatte ich noch nie einen geist gesehen
310,https://i.imgur.com/2h2cgY8.png,{},denn wenn die menschen seelen hätten gäbe es keinen hirnschaden wenn ihre seele weitersprechen könnte nachdem ihr ganzes gehirn weg war wie könnte eine schädigung der linken gehirnhälfte ihnen die fähigkeit zum sprechen nehmen,denn wenn die menschen eine seele hätten gäbe es so etwas wie hirnschäden nicht wenn die seele weiter sprechen könnte nachdem das ganze gehirn weg ist wie könnte dann eine schädigung der linken gehirnhälfte die fähigkeit zu sprechen nehmen
314,https://i.imgur.com/6IRXM3j.png,{},und da wusste ich dass meine eltern wirklich tot und für immer und ewig fort waren dass nichts mehr von ihnen übrig war dass ich nie die chance bekommen würde sie zu treffen und und und die anderen kinder dachten ich wäre es weinen weil ich angst vor geistern hatte,und da wusste ich dass meine eltern wirklich tot und für immer und ewig weg waren dass nichts mehr von ihnen übrig war dass ich sie nie kennenlernen würde und und und die anderen kinder dachten ich würde weinen weil ich angst vor geistern hatte -
317,https://i.imgur.com/WSQJVLP.png,{},aber übertreibe es nicht denn wenn du mir wieder falsche hoffnungen machst und ich später erfahre dass du gelogen oder etwas gedehnt hast werde ich dir das nie verzeihen,aber wagen sie es nicht auch nur ein winziges bisschen zu übertreiben denn wenn sie mir noch einmal falsche hoffnungen machen und ich später herausfinde dass sie gelogen oder etwas übertrieben haben werde ich ihnen das nie verzeihen
320,https://i.imgur.com/lpuvx7r.png,"{'Department of Mysteries': 'Mysteriumsabteilung', 'Department': 'Abteilung'}",der schleier sagte der alte zauberer mit nur einem leichten zittern in seiner stimme ist ein großer steinerner torbogen der in der mysteriumsabteilung aufbewahrt wird ein tor zum land der toten,der schleier sagte der alte zauberer mit einem leichten zittern in der stimme ist ein großer steinerner torbogen der in der abteilung für mysterien aufbewahrt wird ein tor zum land der toten
323,https://i.imgur.com/7mRpALL.png,{},die physische manifestation der barriere zwischen den welten war ein großer steinerner torbogen alt und hoch und spitz zulaufend mit einem zerfetzten schwarzen schleier der wie die oberfläche eines wasserbeckens zwischen den steinen gespannt war plätschernd immer vom ständigen und einseitigen durchgang der seelen,die physische manifestation der barriere zwischen den welten war ein großer steinerner torbogen alt und hoch und spitz zulaufend mit einem zerfledderten schwarzen schleier wie die oberfläche eines wasserbeckens der sich zwischen den steinen ausbreitete immer kräuselnd durch den ständigen und einseitigen durchgang der seelen
325,https://i.imgur.com/RIrCxab.png,{},das hört sich nicht einmal nach einem interessanten betrug an sagte harry seine stimme war jetzt ruhiger da es nichts gab was ihn hoffen ließ oder ihn wütend machte weil seine hoffnungen zerstört wurden,das hört sich nicht einmal wie ein interessanter betrug an sagte harry dessen stimme nun ruhiger klang da es nichts mehr gab was ihn hoffen ließ oder ihn wütend machte weil seine hoffnungen enttäuscht worden waren
326,https://i.imgur.com/HBUkBks.png,{},jemand baute einen steinernen torbogen machte eine kleine schwarze kräuselnde oberfläche dazwischen die alles was es berührte verschwand und verzauberte es menschen zuzuflüstern und sie zu hypnotisieren,jemand baute einen steinernen torbogen schuf eine kleine schwarze wellige fläche dazwischen die alles was sie berührte zum verschwinden brachte und verzauberte sie so dass sie den menschen zuflüsterte und sie hypnotisierte
331,https://i.imgur.com/dZqep7Q.png,{},ich würde es dir nicht sagen sagte der schulleiter langsam außer dass ich fürchte was dieser unglaube mit dir machen könnte also hör zu harry bitte hör zu,ich würde es dir nicht sagen sagte der schulleiter langsam außer dass ich fürchte was dieser unglaube dir antun könnte also hör zu harry bitte hör zu
